55635,64314
24822,38843
24060,67567
5511,48453
15906,93322
47608,74043
17118,64080
36413,53967
28351,59309
37061,81478
2049,7180
35951,84646
49206,88638
19203,74784
7882,70582
93758,93762
5142,33953
10312,78581
51145,63825
3103,14670
36419,85165
69636,82971
16787,77162
25475,87494
46292,87292
21311,43815
3925,75316
67390,86312
23392,61523
12542,88168
21470,79005
15887,30532
66595,85785
46471,50030
29363,77274
1783,56056
49197,94308
41272,85884
35591,43255
3167,78791
20633,41806
42996,63169
17713,73018
45207,47217
35278,84499
2734,31324
23470,74288
33713,63409
10794,85922
18003,50836
9447,78789
45731,59911
24670,40276
69241,83128
1803,33151
48469,99059
18413,41056
9200,49498
20612,21573
2128,59743
44185,72954
9361,54290
22954,35417
15314,83085
39283,85417
3975,90089
10544,77237
12460,57725
43198,58176
31237,38796
1064,57779
4217,28495
6023,47018
73006,81819
61866,72259
2121,60908
6692,60130
34972,78807
70123,82819
88501,99607
4126,86178
13302,31774
57869,86225
78920,96541
10581,79411
13257,13278
8166,45053
3067,88493
48725,64474
33987,44827
33485,74939
32657,81469
26008,50692
19786,21480
13679,23480
13763,68736
6991,87581
44353,96350
11610,16857
34722,60215
9339,71109
38559,44395
32926,68946
15512,65676
10317,36267
54564,87101
65068,99217
5241,35368
37341,86580
10521,72957
61569,89139
5992,15530
21162,22231
28839,57880
6978,79546
6382,92990
24930,79193
994,64206
29657,58512
24842,36972
39014,41124
6023,20212
31926,46443
19580,29201
45597,56271
13814,60578
22401,30440
22557,35154
37900,87109
12958,18485
73316,92587
30208,69353
21883,38364
22942,95274
3707,30341
19167,88294
31897,96602
19234,92256
44552,58979
91790,95285
16849,91318
76345,79977
58311,76733
6863,65572
12250,19795
58938,93864
82322,96068
47763,85515
42169,49456
11966,44882
12588,97361
40261,68334
47098,69297
17982,79395
9343,47041
5914,40698
44206,94155
10133,27424
62556,77633
95382,98737
34814,68919
42775,58018
71165,80273
5107,75809
22326,72387
53491,62820
63833,74120
10867,77111
45979,55760
8654,31368
17056,57622
22432,75294
27761,88424
56978,77920
12729,57750
53216,90844
45402,98503
67875,79579
68363,93397
61652,74345
22356,96065
91012,91705
21296,91655
369,1848
13415,28886
22128,98867
62480,73450
21626,92055
40273,79661
9266,10819
49204,90983
43490,50392
14543,42741
2481,93481
11895,70211
69510,70563
3828,83840
14436,52185
26200,83560
5320,20172
8433,50630
3147,48689
44313,50321
12538,74225
31039,70933
38762,39744
21918,32389
51889,60254
55536,63033
37543,84030
5998,44852
8021,48592
334,24764
66171,75834
14038,99737
25088,51754
17900,72899
76691,85420
21054,53639
31642,93719
82034,96270
8271,51857
37962,73252
23944,33057
21288,84021
25091,91019
12013,80244
14635,34062
54724,78932
62911,65405
48570,57997
19590,21647
35646,92951
44614,81938
8126,36055
81607,97980
5095,49235
37660,88240
7634,95902
11684,56512
53052,89163
53299,55792
9345,95354
55277,57574
44317,47127
44702,46480
41454,86723
6316,51913
32577,73422
10023,80343
9413,11888
7131,60878
22594,51128
20695,25732
13594,66767
29328,77519
9113,40148
33106,81764
41765,88692
2799,54209
42325,70858
17169,49486
42886,92065
8400,20735
6233,79097
27860,42446
44423,67309
34480,86522
6136,66332
55698,65164
4353,94775
36532,98776
13674,99836
27462,35913
71926,88694
82800,87023
92505,98197
36757,92249
44042,45336
23123,47779
2641,51943
31785,68510
11996,33728
48506,66309
35908,96064
3256,66970
26567,47196
39124,41761
34808,95224
42740,47930
55377,88733
25775,37353
76547,85680
39938,96396
34732,75200
52579,81735
9931,40995
13636,23033
29067,38177
5659,64700
4153,37572
23844,41954
52760,68197
40769,63426
74236,96641
47487,74560
25342,62990
23149,46761
79832,98515
16748,38192
37261,70561
22328,65722
35526,66965
7609,78370
19697,52714
28793,65830
259,58577
17098,42627
66600,72936
10664,79732
10924,70503
22423,60253
19897,56158
7175,49926
21898,88661
26857,80115
41057,57719
6377,19852
61535,66416
26839,34203
62153,92587
46784,58881
70711,75031
36405,60494
30684,65041
29872,87757
44897,47539
22819,41126
11163,49443
67569,74087
56819,64453
60581,86955
8800,54643
32997,83257
65498,91244
18126,81807
58560,66817
14185,77504
11550,15328
9628,16595
15660,60730
22764,58839
31192,41954
2801,66766
56585,92286
30861,84982
20160,94946
44936,99064
21689,59224
60903,84912
4216,63187
51128,98074
57969,87896
29927,80351
42501,43594
33665,85234
52507,85204
5867,9900
42151,83374
66241,67768
53260,92123
53648,68325
31920,83690
9105,10030
3697,13051
13914,90637
56630,89669
11141,16678
2912,37856
22914,67535
23234,58091
72446,92088
65084,82609
45176,56241
29159,61941
5924,54878
17819,76385
30556,83420
35179,89743
71872,82367
33546,81728
11039,50817
93335,98784
35484,48914
11288,78619
7723,37706
37664,82173
13406,26222
27534,99308
5413,81908
9065,14401
52404,99089
37458,41357
16906,80740
25425,52868
27465,29487
28682,94153
44792,69204
37050,56057
12012,17442
22074,41722
21689,32526
38864,96281
2529,11272
6646,14983
35433,41341
39570,67921
22588,58158
66813,75527
86306,92460
52734,58734
23,43521
62047,93476
19358,94577
21392,88118
23217,55656
82814,84785
36252,63782
30585,45409
26896,88942
16031,30538
34746,95206
315,53613
63618,81486
31091,32156
13088,76786
16585,59878
14295,95953
87190,99165
37041,47619
17073,25172
18943,20039
11463,68891
24528,50091
72434,89071
1602,75863
44746,46820
9162,24267
59834,75625
7181,32767
14219,49770
1086,69567
2596,47381
18392,65161
62956,73823
3444,84631
39488,47570
41661,56007
20034,35961
37938,68896
74871,77488
51236,98599
13802,89496
41371,43867
23106,99343
41118,43421
64550,86690
49828,97872
26485,91047
86963,99014
21649,35153
59201,69646
97802,98554
23459,64412
73810,81191
34627,82143
24560,42472
1899,60113
2542,97897
9187,98461
18054,38347
15169,64413
5465,61277
7118,19663
17877,87440
21114,64980
31429,99532
35585,44353
52873,80961
7081,14119
10344,30787
1763,75420
36034,49814
43135,80163
5882,51887
44625,97403
30210,98448
37536,63910
75576,79882
70120,73100
17015,17838
996,64294
3457,7658
51476,94248
70024,84652
70966,94210
71242,72911
35183,47325
50312,87502
7925,84215
70562,86398
20573,30832
1614,69941
37851,70953
6404,64592
28200,97922
18349,36938
22769,96758
10314,11380
61573,77959
6623,42715
639,71698
9503,62025
22838,91152
55787,76375
47274,73702
5796,33982
81352,93192
72481,90811
62669,73324
39641,66325
21781,33204
76218,79254
23418,43553
59910,67715
18950,72338
17109,52774
28078,75772
58016,80600
44729,52224
42361,86622
88243,99006
64518,99249
78517,87709
32543,96970
79663,82508
8323,87886
41454,47516
52252,91570
11296,82349
52170,65379
26383,44958
53709,83787
58812,93487
32111,72615
24973,45848
26132,97512
14947,88704
43427,65664
85984,94208
45184,83477
45228,55439
58711,81283
9498,58661
6326,77086
29221,55182
51777,56938
8379,97701
63549,99279
24093,51841
1663,12223
83428,88140
55184,66905
32752,41507
41045,85790
34443,84401
54803,71643
26102,35940
19816,87216
1405,29900
6598,77895
45288,58351
38480,78963
11174,88078
13397,33031
9541,35740
36463,68329
37942,83754
42208,95172
52491,76818
28678,34315
2222,38911
21286,94836
61160,82892
11227,42948
15639,65303
43828,83633
2902,89530
54530,79455
12754,45060
57796,64866
23300,28769
23123,61647
30626,78484
43383,48951
8696,9647
61371,88939
68782,77894
29384,49416
61815,68190
12233,33953
1851,66594
11655,59088
49302,68484
21843,97211
44894,80250
45069,49514
58570,90422
53721,55271
13476,64535
30011,98159
788,72668
23581,93090
9177,41828
50213,67065
5564,59985
77770,82674
64781,89647
44302,99973
69198,74402
1157,79072
18688,79480
79527,83225
27374,96633
24264,27482
70687,97870
46575,48655
16182,54574
3537,63343
14493,70601
28730,81564
60989,79172
8050,46345
31485,66005
37781,84586
21491,32262
29088,88856
3010,97010
53698,97637
28962,86007
33024,93202
29616,35240
35928,52331
77096,77229
35393,65004
24321,48940
27199,57395
38933,91042
58860,61958
48770,74062
67457,76373
6638,82665
55096,80471
63708,66413
19172,71325
31368,54816
65596,73900
8171,43615
16754,32239
49635,50310
20281,72594
11761,61809
8079,55811
6829,66287
75873,79005
15246,96313
34608,76576
43463,48919
29477,71015
18468,89265
29142,91670
39762,74133
20518,64320
50555,75018
1658,67945
44210,98131
57216,88587
35218,63444
14762,61676
28665,70319
43429,78318
17246,54928
76902,79039
82803,84747
7369,92925
55880,86164
45342,76938
12530,84779
3365,65413
25477,37916
5641,98380
20751,85065
73365,76024
18221,51952
28644,35335
87060,87835
856,3763
32232,45081
38548,53054
13089,84369
5432,37035
673,82115
18539,72125
51895,74247
99165,99245
49890,90563
70098,91263
45916,54821
22103,51982
60039,72623
55157,73953
16579,92277
28698,95476
73110,79423
1527,41437
7346,68724
73942,87123
32416,37856
11806,87592
7934,25325
4210,35838
32101,61644
2609,89885
7225,51172
46201,55074
23892,80256
39412,67859
35663,62100
27790,51880
27021,83863
30399,70498
239,28882
89023,95859
24367,59059
88682,89150
12102,16556
4982,65751
22971,54663
9262,33239
24974,79887
10439,56664
50870,71204
41849,99323
46994,84817
66527,90074
14064,21713
69381,76938
61308,75769
9767,40702
21555,59831
11857,83076
47891,72883
83857,97487
17752,61420
24687,33642
15367,62697
28912,49489
26986,95640
23172,36236
12569,93606
68586,80531
23261,60373
6405,82240
37468,83242
32716,47492
49821,64007
2801,96312
5429,72576
28916,86239
11998,19831
22368,62455
61555,73259
16544,88458
7498,72719
27558,95169
96408,98222
5445,8949
25153,80252
7642,80991
30757,55680
33069,52841
21734,88597
54559,86882
43258,53282
27302,74948
16021,52846
72910,84814
7397,19309
34848,94572
15173,94564
5850,27320
20801,78980
83943,97136
36928,68752
83198,94013
67845,98939
4331,33178
5055,78498
23510,75090
34328,61473
19991,30129
17733,39812
7991,31954
59500,63807
4164,28985
14645,83720
41518,61019
21510,78100
14962,24286
62730,72155
12662,49285
37610,96786
77395,83336
45566,51798
41801,49707
47833,51963
53065,53146
54515,61188
7613,79256
38869,56709
9647,38273
90756,91137
33058,93268
13065,50348
49203,67825
45240,75841
4955,19247
8088,47176
46497,98737
15178,72411
2824,71035
1076,25163
44372,67107
4264,57458
55500,64306
161,23551
29957,82152
41126,61676
18053,58876
56918,69592
57641,94833
