6785,9058
1029,7609
1397,6315
5540,7046
647,899
442,8603
600,2773
2893,8323
739,3871
1964,9580
2829,4366
2242,7804
2254,6875
4728,8299
3066,9971
1550,9940
7386,8120
3434,4705
4103,8247
3931,5511
679,7203
5168,6127
4638,9345
1280,2882
4599,7138
806,9415
498,2846
3624,4987
262,4821
2841,7759
1019,4046
6521,7268
1485,3287
2039,4627
5447,9864
4000,5274
6321,6456
4636,8868
9192,9768
2439,3780
2511,7066
747,9185
7175,8997
437,5761
509,8081
6023,7930
1517,6393
1060,1953
1793,5510
1032,7075
7630,8988
9294,9671
1376,2189
985,6505
1052,1311
1284,9016
4195,7031
6182,6647
2233,9165
2222,4088
6805,9255
26,6018
1041,3781
3749,6163
4035,4305
2104,9694
327,5192
4263,6384
7260,9835
1109,6167
7706,8609
333,3667
8163,8296
5520,7817
274,6470
79,5248
5450,5543
6983,9153
1019,7563
2117,7246
11,1522
350,988
1122,3719
2147,6142
3007,7754
4655,7150
489,4715
3947,9315
1545,7205
2445,2766
3026,8935
7495,9836
4947,6211
4601,5574
542,5480
7529,9420
454,937
888,7056
3627,7997
303,8123
287,7590
6679,7937
1622,9495
349,6024
4714,5636
691,9925
2057,2253
6575,6833
1399,6979
8328,8497
2359,9007
2421,9885
4771,9553
1340,9782
8145,9544
806,9094
5051,6160
7594,9441
8731,8887
1050,9454
4507,4784
1926,4429
5054,7397
5494,7669
3190,5902
5647,7911
3790,7587
3115,5728
515,9295
9510,9756
4152,5724
361,6384
3963,8454
64,8083
2730,6267
1087,1765
3781,7659
2874,8675
1348,3792
4567,6124
1936,3962
4785,7515
2056,5010
5352,7562
595,2242
6286,8369
1549,9151
7092,9930
814,825
2002,9096
381,5107
1336,2627
8288,9956
470,3644
4945,9840
1929,3141
5394,8912
5222,6176
4017,9979
939,2402
134,2005
1880,9106
1886,9860
850,4804
36,8263
2646,7104
1121,9239
1124,9510
7199,9396
2364,9835
3572,9713
1155,2407
2027,2336
3291,9471
