2893,2954
37060,41993
23446,23839
18105,23652
7167,31754
6838,24345
9663,23111
11836,21160
3817,5032
1759,37929
6078,19409
13455,28459
1800,41350
31437,34401
5805,42376
33766,49996
19049,23349
32236,45371
584,2886
11459,19116
19365,23060
20161,28629
1488,8954
20721,24765
40648,49160
3810,11758
7481,23296
2862,45496
23034,31721
20820,22263
2389,26819
21747,33499
35193,38779
6974,29652
32256,35379
5146,9872
27403,46795
16274,47193
942,46809
19806,49985
15875,36076
24271,40150
22526,40821
14651,48527
36822,47732
3761,47221
16093,26621
8166,37106
7426,32112
38125,43683
21348,30942
14503,38197
15435,47562
4834,18803
25481,49644
24825,43826
40078,43688
10737,38850
4780,42595
9311,24483
5764,47949
19873,36052
45048,49035
42593,43423
4162,49901
22106,24060
17690,38712
3003,43499
19199,39750
25415,35182
30024,43785
8475,18734
36533,38301
23345,35302
34041,41438
4704,25230
14038,16755
6842,25244
29,43563
1016,21107
19500,22601
1222,14796
39853,40163
19709,24172
16860,41264
5537,33017
21230,36790
23441,42301
3580,45092
18634,20622
4445,7155
39312,47100
19265,30547
6962,34327
10671,11411
11944,12475
31739,44002
21564,26463
11953,22057
17901,49754
22747,28536
8703,27242
843,32304
956,36611
43464,47543
8819,26370
21901,47403
8704,9121
2636,40685
7992,33273
20404,36576
6380,18487
14962,20765
1168,24372
5664,22252
3059,19325
23769,27591
18383,34343
38329,48363
5537,33259
45913,48092
12477,47475
4974,29655
10325,21633
39646,42034
23246,27028
21741,45357
19862,49438
762,49469
26297,39841
17402,25732
6250,6484
12952,36104
5555,42617
19125,42271
29724,36689
2941,45054
13426,39636
1816,29898
25132,45931
2961,18093
12215,38965
10230,22914
43778,48884
22385,39127
1046,7241
33441,37204
16609,30152
11914,16113
7045,39828
24004,33594
1956,4658
6193,19842
26080,36177
281,11989
6758,28659
17753,46203
101,27334
19413,39008
13328,20647
26104,31286
12150,41845
27554,37379
3178,11503
11119,25533
5022,47994
20231,31534
28346,43960
33107,39371
6042,36009
16755,18663
12576,47551
14683,49484
24245,28593
26510,37050
4246,32433
23377,27322
4838,6415
29662,49420
14934,41603
34399,35577
16363,37922
27101,37639
29026,46994
11626,32517
29914,34853
4314,15985
16945,47174
20813,49952
472,7783
45745,48921
42765,48066
10988,44045
8870,31114
11209,47397
4155,35819
3073,27449
28410,28682
4897,8577
8084,33588
18114,44064
20217,33009
36792,37695
4474,38689
315,45827
1456,40319
7620,10449
26872,32460
39841,41013
6890,48547
18645,31578
8095,14879
64,32366
6450,43256
14739,23849
6104,42619
14771,15436
6507,22098
15906,31805
11936,38842
4191,4227
10658,20963
13378,17461
17699,40186
14226,39664
6139,43781
591,9558
3727,17305
15642,16833
29001,40130
28049,33496
18667,21780
24336,25933
18272,28569
3701,21224
21011,32250
1500,20336
23350,44332
13721,19907
8870,30201
8451,11787
44122,44845
7101,35911
19261,21206
24369,29493
11943,48694
8056,45674
14699,49804
528,44793
30438,47802
10882,38626
8497,46319
16357,33151
9713,49027
25736,28125
29370,34577
23478,49334
31532,49995
3477,40067
6161,37100
11579,28876
8468,21122
4998,48255
29862,49039
35423,45028
16478,33791
26269,45971
23594,26770
4131,9679
30251,40863
4372,38115
26739,45368
8161,25516
2607,24053
27061,30372
22776,41077
4189,25872
7369,11472
35733,46129
17948,33827
940,27044
33472,44961
15946,44668
3311,18958
3934,11767
8452,49528
38223,49749
8876,25912
8046,24933
6792,16271
14956,15821
25576,42378
33237,48972
33232,37782
19090,46304
1983,22546
37220,48438
26436,39974
12867,46409
3341,12771
35475,36277
12565,43563
4403,35226
18869,37381
11449,12914
7626,40683
17,49003
6051,49642
33420,49214
21605,38024
8406,47439
4777,42499
13834,37422
18313,33672
1227,42282
36588,41637
154,14713
20555,48073
22221,33045
27943,42228
14147,43251
32202,46554
6396,7838
12433,45635
23150,42031
25738,34926
17204,31413
12653,49058
3172,20559
8816,47845
5707,40689
16322,45439
9592,22173
1560,32376
31646,38994
16245,36561
1962,43387
25165,49680
27941,35227
3618,16071
15661,31814
5994,8036
25696,45788
12635,37875
35153,48266
27280,33616
13930,25371
2967,46935
8051,30204
14814,38600
2095,47191
44770,48895
235,9443
9447,39703
559,20386
8827,35794
7531,44168
13263,20828
30430,34249
15416,42842
28725,30855
6460,41326
19676,33541
11757,45607
11597,37253
33040,44875
4848,38325
561,21334
33786,44170
24094,48736
19555,36405
13695,49882
7695,46383
22175,34887
20886,37787
13340,27733
3269,35915
3810,47344
15324,44313
15378,22147
20555,49967
29986,32299
23697,39772
4906,49418
18652,38186
9245,36963
1123,4347
36885,43939
11238,12423
26777,46762
22848,29250
25498,43705
30200,49089
7013,17665
18798,37314
34178,40627
11415,26204
1768,21387
14266,23976
16024,48844
35923,39892
2043,4589
3530,30455
11526,45670
14590,21821
23097,48128
40001,43648
12939,23322
5832,39208
21126,32655
40680,40967
12595,41979
34733,45171
25994,40960
33072,48465
28592,36300
12097,30102
1493,24952
5388,36952
8129,23710
12529,42527
18628,43561
29610,45328
13191,25650
954,23856
22995,44939
12566,48458
46234,49906
7948,34107
17350,40325
6983,13719
38838,47195
25154,40057
18466,38665
6216,27547
4963,38772
11042,26093
18697,28240
17444,31063
20744,26150
13854,44545
37632,48329
21173,34177
27074,39619
9442,46255
23395,28146
1303,20640
2242,28961
18775,28281
11427,49208
3397,47672
4735,20047
15871,47652
32585,36467
4279,15337
1974,5532
24410,38448
12120,25982
41217,48890
25196,26067
10684,38025
609,17455
31758,49197
11626,34492
4520,41477
10984,45376
11043,27755
13505,28684
17764,22127
19947,32006
1114,48300
21827,32957
28399,47006
12248,35185
4031,27141
25403,41979
11988,33568
8213,29786
6208,41147
16785,22745
44428,46500
2692,36084
3362,25447
3564,16536
25202,46540
21608,27786
6437,40862
14814,48104
4662,17451
23895,40203
10964,16858
